53787	3704	11259	10414	1988	1	1	8	40	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	2	5	33	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	3	5	30	9	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	4	3	40	3	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	5	5	30	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	6	0	20	11	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	7	35	100	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	8	15	43	1	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	9	18	30	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	10	8	40	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	11	5	40	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	12	13	40	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	13	3	37	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	14	20	40	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	15	0	27	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	16	15	57	1	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	17	28	50	15	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	18	15	50	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	19	5	33	5	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	20	10	43	9	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	21	48	90	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	22	65	147	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	23	3	47	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	24	8	33	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	25	3	57	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	26	3	47	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	27	10	30	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	28	10	53	13	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	29	8	33	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	30	15	47	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	1	31	13	47	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	1	13	50	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	2	15	43	11	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	3	8	43	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	4	5	77	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	5	33	70	15	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	6	13	40	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	7	15	47	14	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	8	18	30	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	9	10	37	12	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	10	18	53	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	11	3	33	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	12	3	37	7	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	13	15	43	2	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	14	8	40	2	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	15	10	50	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	16	18	50	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	17	15	70	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	18	8	30	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	19	8	33	11	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	20	10	57	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	21	15	53	10	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	22	10	57	16	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	23	18	40	4	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	24	0	20	13	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	25	8	50	11	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	26	13	57	7	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	27	18	67	7	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	28	5	40	6	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	2	29	5	30	1	32766	32766	0	0	0	8	8
53787	3704	11259	10414	1988	3	1	20	80	14	32766	32766	0	0	0	8	8
